,Amount,Boxes Shipped,Discount,Cost,Profit,Cluster
1234,1917.61,91,0,1098.41,819.2,5
1235,3570.91,189,0,2528.56,1042.35,2
1236,6297.97,195,0,3918.54,2379.43,2
1237,962.99,155,20,503.41,459.58,3
1238,4889.4,162,25,3700.3,1189.1,6
1239,3476.34,114,0,1987.8,1488.54,2
1240,214.01,91,20,116.17,97.84,3
1241,5987.27,145,10,3111.18,2876.09,6
1242,9292.34,4,0,7099.18,2193.16,4
1243,7058.12,81,25,5420.23,1637.89,8
1244,7969.7,80,0,4435.98,3533.72,4
1245,3390.57,20,10,1814.45,1576.12,0
1246,4931.98,146,25,2635.86,2296.12,6
1247,1814.31,10,0,1393.65,420.66,5
1248,4804.16,179,0,4004.2,799.96,2
1249,1750.82,62,10,1052.31,698.51,5
1250,3993.09,76,0,2312.03,1681.06,0
1251,3251.96,59,5,2617.51,634.45,5
1252,6190.63,67,20,4182.73,2007.9,8
1253,7759.59,138,0,5103.12,2656.47,1
1254,5392.28,156,0,4211.28,1181.0,2
1255,9441.7,163,15,5165.61,4276.09,1
1256,7860.95,116,0,5490.97,2369.98,7
1257,8368.35,98,25,4548.46,3819.89,8
1258,7405.67,90,0,4244.95,3160.72,1
1259,8879.26,120,15,6236.87,2642.39,8
1260,582.81,65,0,410.77,172.04,5
1261,8105.75,181,0,4372.22,3733.53,1
1262,495.82,195,5,295.59,200.23,9
1263,7906.09,153,0,4037.54,3868.55,1
1264,5880.49,192,15,4958.7,921.79,6
1265,9089.46,77,0,6023.28,3066.18,4
1266,4104.05,169,0,3090.84,1013.21,2
1267,4277.8,112,0,3341.21,936.59,2
1268,1607.84,10,20,1265.59,342.25,3
1269,8512.83,29,0,6416.71,2096.12,4
1270,9635.41,148,0,6383.33,3252.08,1
1271,9601.73,136,20,5975.73,3626.0,8
1272,9858.18,139,0,6411.86,3446.32,1
1273,798.42,18,0,453.38,345.04,5
1274,6009.15,180,10,3191.77,2817.38,6
1275,657.84,168,0,469.57,188.27,9
1276,5749.66,100,0,3265.87,2483.79,0
1277,733.9,83,0,522.55,211.35,5
1278,8732.76,117,0,6229.03,2503.73,7
1279,3741.02,189,5,1981.51,1759.51,2
1280,1570.27,102,10,880.33,689.94,3
1281,5305.72,77,0,3410.03,1895.69,0
1282,4877.77,57,15,2489.82,2387.95,0
1283,7092.84,137,20,4252.76,2840.08,6
1284,554.35,100,15,363.27,191.08,3
1285,7382.11,21,20,4922.06,2460.05,8
1286,5581.69,65,5,4512.52,1069.17,0
1287,4413.03,192,0,3341.36,1071.67,2
1288,7913.62,160,0,5727.58,2186.04,7
1289,1252.18,64,0,753.08,499.1,5
1290,9801.75,12,0,7992.47,1809.28,4
1291,3345.68,36,15,2261.05,1084.63,3
1292,1230.44,84,0,626.55,603.89,5
1293,6467.44,170,0,5337.0,1130.44,7
1294,4495.56,97,15,2524.86,1970.7,6
1295,7685.54,191,10,6140.94,1544.6,7
1296,5307.09,178,0,4188.8,1118.29,2
1297,2274.62,185,25,1518.26,756.36,3
1298,1832.96,123,10,1388.63,444.33,9
1299,3223.66,89,25,1869.88,1353.78,3
1300,6410.94,166,0,3603.17,2807.77,1
1301,4757.87,183,5,2579.51,2178.36,2
1302,513.04,22,0,420.83,92.21,5
1303,5672.35,177,10,4394.6,1277.75,2
1304,2900.74,186,25,2083.82,816.92,3
1305,7143.27,31,5,5223.71,1919.56,4
1306,9895.93,49,0,5442.29,4453.64,4
1307,6660.4,83,0,4640.67,2019.73,0
1308,1103.72,150,20,805.96,297.76,3
1309,5670.46,17,25,2996.68,2673.78,8
1310,9165.76,22,0,6766.42,2399.34,4
1311,1892.26,60,0,1398.14,494.12,5
1312,8445.81,144,15,6212.78,2233.03,7
1313,7593.85,3,0,4376.32,3217.53,4
1314,1143.08,92,15,723.93,419.15,3
1315,2683.7,1,0,2207.19,476.51,5
1316,1008.77,137,0,662.08,346.69,9
1317,6001.55,67,0,3708.88,2292.67,0
1318,522.4,16,0,425.92,96.48,5
1319,7337.59,119,0,5441.51,1896.08,7
1320,5150.88,21,5,3333.66,1817.22,0
1321,4352.13,132,0,2682.59,1669.54,2
1322,2774.36,18,0,2343.69,430.67,5
1323,3165.9,25,20,1704.4,1461.5,3
1324,4533.82,37,0,3747.71,786.11,0
1325,8729.06,122,25,6074.1,2654.96,8
1326,8161.45,125,20,4552.41,3609.04,8
1327,9766.58,81,15,4897.3,4869.28,8
1328,7869.61,164,0,4411.85,3457.76,1
1329,643.97,196,25,498.27,145.7,3
1330,8921.37,37,20,6552.35,2369.02,8
1331,2608.26,65,0,1446.16,1162.1,5
1332,3398.76,161,10,2503.8,894.96,2
1333,6481.41,167,0,4103.09,2378.32,2
1334,8109.23,87,10,6248.55,1860.68,7
1335,5342.08,103,20,3548.89,1793.19,6
1336,5252.4,146,25,3609.19,1643.21,6
1337,3192.47,179,0,2000.9,1191.57,2
1338,419.97,30,25,292.55,127.42,3
1339,480.72,54,10,331.78,148.94,5
1340,3786.71,46,0,2082.11,1704.6,0
1341,3731.07,122,20,1989.28,1741.79,6
1342,7294.68,94,10,3698.98,3595.7,1
1343,4202.03,141,0,2452.39,1749.64,2
1344,7230.69,182,0,4162.7,3067.99,1
1345,4895.96,26,0,3945.69,950.27,0
1346,7404.87,143,0,5316.57,2088.3,7
1347,7423.77,174,15,5662.36,1761.41,6
1348,8823.52,90,0,6019.35,2804.17,4
1349,6788.21,50,20,3888.53,2899.68,8
1350,4662.75,178,25,2448.32,2214.43,6
1351,6164.8,6,0,4282.69,1882.11,0
1352,7492.29,17,0,5421.91,2070.38,4
1353,5511.81,173,15,4173.07,1338.74,6
1354,6004.21,92,5,3321.45,2682.76,0
1355,4210.41,125,10,3233.95,976.46,2
1356,5007.43,125,20,2949.41,2058.02,6
1357,565.48,188,15,389.27,176.21,9
1358,1093.17,72,0,813.65,279.52,5
1359,2588.74,15,15,1980.7,608.04,3
1360,6435.62,22,0,4707.91,1727.71,0
1361,9880.07,83,5,6099.73,3780.34,1
1362,5164.25,24,0,3358.83,1805.42,0
1363,7267.16,74,0,5615.74,1651.42,4
1364,3066.74,23,5,2370.54,696.2,5
1365,7016.06,24,5,3886.94,3129.12,4
1366,546.2,180,25,435.0,111.2,3
1367,8125.36,44,0,6223.53,1901.83,4
1368,6925.63,181,10,3982.41,2943.22,1
1369,5055.74,122,0,3842.1,1213.64,2
1370,9577.6,192,25,7737.46,1840.14,6
1371,9958.68,61,0,6073.06,3885.62,4
1372,5576.99,112,5,4339.48,1237.51,2
1373,8518.22,83,5,5141.76,3376.46,4
1374,8880.36,10,20,5930.21,2950.15,8
1375,1975.33,73,15,1310.98,664.35,3
1376,7366.2,39,15,3970.27,3395.93,8
1377,6720.59,151,0,4901.51,1819.08,7
1378,6687.07,18,25,5436.9,1250.17,8
1379,1673.94,149,0,1210.15,463.79,9
1380,5628.35,149,0,3967.85,1660.5,2
1381,6700.12,156,10,5335.62,1364.5,7
1382,6829.89,61,25,3961.44,2868.45,8
1383,7837.67,64,0,5774.15,2063.52,4
1384,3453.1,140,15,2129.34,1323.76,3
1385,5782.23,199,15,4615.69,1166.54,6
1386,6905.01,13,10,4832.4,2072.61,4
1387,3128.26,51,0,2418.3,709.96,5
1388,9730.04,79,0,8048.55,1681.49,7
1389,8738.3,43,0,5092.19,3646.11,4
1390,103.83,110,0,62.0,41.83,9
1391,6787.09,118,0,4643.67,2143.42,7
1392,1673.1,112,0,1023.35,649.75,9
1393,9228.64,90,0,7299.48,1929.16,7
1394,1851.2,127,0,1559.65,291.55,9
1395,1504.89,100,0,1151.48,353.41,9
1396,5072.58,135,15,3110.06,1962.52,6
1397,5012.27,20,5,3757.63,1254.64,0
1398,9595.9,198,0,6401.85,3194.05,1
1399,5685.37,154,20,2958.23,2727.14,6
1400,5603.59,38,20,3846.3,1757.29,8
1401,7244.37,78,0,5012.36,2232.01,4
1402,8046.05,26,0,5600.38,2445.67,4
1403,9103.81,151,0,6458.99,2644.82,7
1404,2230.06,33,0,1309.9,920.16,5
1405,225.05,44,0,186.66,38.39,5
1406,9543.9,134,0,7134.51,2409.39,7
1407,848.32,37,0,560.43,287.89,5
1408,6078.03,104,5,3676.9,2401.13,0
1409,2071.68,105,0,1412.17,659.51,9
1410,3788.51,112,0,1971.71,1816.8,2
1411,5033.87,149,0,2819.82,2214.05,2
1412,7387.81,49,0,4229.61,3158.2,4
1413,5576.61,112,5,4668.73,907.88,2
1414,9522.12,112,0,8013.15,1508.97,7
1415,6146.89,4,0,4711.96,1434.93,0
1416,2441.5,194,5,1249.53,1191.97,9
1417,7939.51,44,0,4720.75,3218.76,4
1418,306.75,173,10,204.61,102.14,9
1419,9625.96,154,0,6906.97,2718.99,7
1420,3935.67,113,5,2784.33,1151.34,2
1421,9583.19,102,0,5679.99,3903.2,1
1422,1756.46,129,20,915.53,840.93,3
1423,5916.45,84,15,3482.2,2434.25,6
1424,4735.88,116,0,2563.03,2172.85,2
1425,495.78,68,15,412.45,83.33,3
1426,202.34,98,20,145.37,56.97,3
1427,3696.71,103,10,2861.12,835.59,2
1428,3221.36,14,0,2299.09,922.27,5
1429,8856.4,36,0,5096.75,3759.65,4
1430,7342.47,157,0,5280.64,2061.83,7
1431,2677.02,133,0,1416.32,1260.7,9
1432,8120.89,66,0,4931.14,3189.75,4
1433,6291.29,98,5,4687.04,1604.25,0
1434,507.07,110,0,294.87,212.2,9
1435,6421.65,91,5,4613.09,1808.56,0
1436,3639.92,68,0,2285.23,1354.69,0
1437,6722.51,112,0,4298.5,2424.01,1
1438,5997.25,133,0,4563.06,1434.19,2
1439,2274.06,131,0,1497.19,776.87,9
1440,4581.45,90,5,3167.79,1413.66,0
1441,2473.22,100,0,1494.5,978.72,9
1442,4542.89,102,0,3645.41,897.48,2
1443,9277.25,1,0,7237.51,2039.74,4
1444,6444.54,77,20,4415.25,2029.29,8
1445,3556.08,15,0,2125.98,1430.1,0
1446,2330.72,161,0,1366.12,964.6,9
1447,3583.28,77,0,2362.46,1220.82,0
1448,7516.31,38,0,4430.2,3086.11,4
1449,6526.54,148,0,5280.38,1246.16,7
1450,4657.1,82,0,3606.73,1050.37,0
1451,8438.0,176,0,4373.03,4064.97,1
1452,6737.33,97,20,4849.28,1888.05,6
1453,5123.23,187,0,3645.01,1478.22,2
1454,2072.11,9,0,1190.87,881.24,5
1455,2380.44,111,0,1742.5,637.94,9
1456,4988.83,45,5,3123.66,1865.17,0
1457,1020.62,87,25,777.7,242.92,3
1458,424.09,182,0,295.02,129.07,9
1459,8151.12,144,0,6519.07,1632.05,7
1460,9885.15,179,0,8386.08,1499.07,7
1461,7520.49,125,20,5536.45,1984.04,6
1462,1680.95,198,0,1019.15,661.8,9
1463,2463.57,58,10,1510.35,953.22,5
1464,5472.82,32,5,4373.59,1099.23,0
1465,8831.23,64,20,5127.65,3703.58,8
1466,7197.46,170,0,5659.21,1538.25,7
1467,8498.79,36,0,4453.69,4045.1,4
1468,9876.74,76,0,5497.3,4379.44,1
1469,7679.67,60,25,6318.05,1361.62,8
1470,9030.39,146,20,5563.86,3466.53,8
1471,4418.89,111,0,2513.25,1905.64,2
1472,6390.15,180,25,4557.1,1833.05,6
1473,8233.18,56,5,4236.46,3996.72,4
1474,7727.46,157,20,6287.04,1440.42,6
1475,942.73,104,0,488.03,454.7,9
1476,3201.2,45,0,2070.25,1130.95,5
1477,9075.55,82,20,7498.68,1576.87,8
1478,1311.74,80,20,1067.3,244.44,3
1479,6792.26,157,0,3866.39,2925.87,1
1480,807.77,129,0,418.51,389.26,9
1481,6513.27,90,5,3477.22,3036.05,1
1482,8532.68,6,0,4722.09,3810.59,4
1483,4463.33,196,0,3664.21,799.12,2
1484,5714.45,138,0,3083.01,2631.44,2
1485,8388.43,158,0,6280.36,2108.07,7
1486,2785.23,119,0,1828.96,956.27,9
1487,9356.04,105,0,5926.59,3429.45,1
1488,2634.18,51,15,1637.46,996.72,3
1489,1911.99,58,5,1590.45,321.54,5
1490,9760.99,160,25,7729.67,2031.32,8
1491,6795.42,132,0,4323.63,2471.79,1
1492,4366.09,123,20,2355.81,2010.28,6
1493,5761.64,158,0,4090.19,1671.45,2
1494,9346.54,171,20,7558.11,1788.43,7
1495,8710.25,22,25,4452.74,4257.51,8
1496,4763.35,184,10,4047.06,716.29,2
1497,9367.4,148,5,5008.58,4358.82,1
1498,3812.93,84,0,2663.61,1149.32,0
1499,4611.04,2,0,3589.96,1021.08,0
1500,9729.39,62,0,7973.67,1755.72,7
1501,2024.34,183,0,1458.4,565.94,9
1502,7836.08,111,0,4390.51,3445.57,1
1503,7853.81,86,0,5038.47,2815.34,4
1504,2973.66,48,20,2425.04,548.62,3
1505,990.12,67,0,641.72,348.4,5
1506,5970.49,45,0,4984.83,985.66,0
1507,2969.21,112,0,2390.81,578.4,9
1508,8411.81,122,10,6411.84,1999.97,7
1509,9618.35,144,10,7863.31,1755.04,7
1510,4113.21,117,25,3120.88,992.33,6
1511,3260.67,40,0,1842.59,1418.08,0
1512,2363.07,134,20,1189.55,1173.52,3
1513,9183.21,160,0,7714.34,1468.87,7
1514,1734.12,180,15,1397.92,336.2,3
1515,6849.35,70,10,5497.9,1351.45,0
1516,1287.67,31,0,1075.72,211.95,5
1517,3537.82,20,0,2323.12,1214.7,0
1518,4389.22,142,25,2560.37,1828.85,6
1519,1122.68,15,0,778.16,344.52,5
1520,1915.93,156,10,1223.18,692.75,9
1521,9094.54,147,0,5594.71,3499.83,1
1522,5473.35,80,5,4279.11,1194.24,0
1523,4942.15,71,20,2769.76,2172.39,6
1524,9520.33,32,25,5800.39,3719.94,8
1525,611.77,185,20,347.23,264.54,3
1526,6961.87,16,0,4416.51,2545.36,4
1527,3157.45,66,0,2240.65,916.8,5
1528,2446.02,104,0,1413.87,1032.15,9
1529,6719.08,107,25,4522.73,2196.35,6
1530,504.56,59,20,425.07,79.49,3
1531,286.44,80,10,157.78,128.66,5
1532,5250.06,36,10,3649.41,1600.65,0
1533,8492.58,70,10,7141.8,1350.78,7
1534,3610.2,152,0,2364.94,1245.26,2
1535,1029.25,74,5,619.88,409.37,5
1536,3731.78,16,10,2667.33,1064.45,0
1537,5342.2,81,10,3360.61,1981.59,0
1538,2854.78,35,0,1452.67,1402.11,5
1539,3392.22,44,10,2831.78,560.44,5
1540,3829.31,82,0,2069.18,1760.13,0
1541,980.74,126,0,589.39,391.35,9
1542,8051.51,138,0,5494.2,2557.31,7
1543,1141.44,111,0,755.99,385.45,9
1544,4317.16,4,0,3662.07,655.09,0
1545,6036.89,139,0,4247.73,1789.16,2
1546,7829.71,112,0,4825.05,3004.66,1
1547,9367.65,127,0,6155.72,3211.93,1
1548,250.94,32,0,179.91,71.03,5
1549,2702.27,80,0,2059.32,642.95,5
1550,9680.79,136,0,5792.3,3888.49,1
1551,272.51,120,10,140.54,131.97,9
1552,3199.54,165,0,2515.53,684.01,9
1553,8961.1,77,0,5337.18,3623.92,4
1554,3099.93,150,15,1977.19,1122.74,3
1555,8448.61,12,25,5204.94,3243.67,8
1556,8864.81,49,0,6100.67,2764.14,4
1557,1407.64,134,0,825.75,581.89,9
1558,5703.29,12,0,3253.06,2450.23,0
1559,2131.41,10,0,1601.02,530.39,5
1560,581.48,33,0,479.22,102.26,5
1561,783.78,154,20,440.96,342.82,3
1562,9165.08,111,5,5297.38,3867.7,1
1563,2420.24,134,0,2036.29,383.95,9
1564,9112.82,6,0,7504.11,1608.71,4
1565,629.59,83,20,316.19,313.4,3
1566,1798.43,4,0,1379.68,418.75,5
1567,135.83,13,5,80.21,55.62,5
1568,695.84,88,5,556.06,139.78,5
1569,7547.13,121,10,6316.99,1230.14,7
1570,8512.64,26,25,6335.63,2177.01,8
1571,2954.48,17,0,2001.29,953.19,5
1572,9884.75,114,0,7233.5,2651.25,7
1573,1852.88,45,0,1348.5,504.38,5
1574,8655.13,41,15,4472.06,4183.07,8
1575,9024.43,74,20,4702.35,4322.08,8
1576,6231.82,141,5,5277.02,954.8,7
1577,7293.14,119,0,5718.53,1574.61,7
1578,5156.38,61,0,3734.93,1421.45,0
1579,4599.09,4,0,2655.04,1944.05,0
1580,162.68,159,0,133.67,29.01,9
1581,4887.47,9,0,3379.76,1507.71,0
1582,5492.61,115,0,3840.06,1652.55,2
1583,4539.39,195,0,3507.39,1032.0,2
1584,5536.83,9,0,3630.0,1906.83,0
1585,5558.05,119,0,3641.29,1916.76,2
1586,3961.64,111,0,3261.08,700.56,2
1587,5407.78,46,15,3052.55,2355.23,0
1588,9880.78,193,0,6000.5,3880.28,1
1589,2488.25,152,5,1960.26,527.99,9
1590,9157.03,28,20,6816.84,2340.19,8
1591,4323.91,176,0,3541.26,782.65,2
1592,9589.09,34,0,6023.55,3565.54,4
1593,9036.0,187,25,7275.63,1760.37,6
1594,7529.92,108,0,5743.35,1786.57,7
1595,5368.55,160,25,2924.52,2444.03,6
1596,4427.73,85,0,2273.29,2154.44,0
1597,9976.76,77,0,5860.58,4116.18,1
1598,3339.7,86,5,1765.42,1574.28,0
1599,9874.73,8,0,6136.34,3738.39,4
1600,3801.4,42,0,2668.51,1132.89,0
1601,4607.21,101,5,2810.15,1797.06,0
1602,184.99,8,5,118.28,66.71,5
1603,5830.95,189,0,3553.32,2277.63,2
1604,5596.15,21,5,3532.57,2063.58,0
1605,5220.12,68,0,3902.54,1317.58,0
1606,4082.02,73,0,2897.48,1184.54,0
1607,8223.39,43,25,4487.77,3735.62,8
1608,7995.36,183,0,6286.53,1708.83,7
1609,2763.79,88,5,1718.99,1044.8,5
1610,4353.67,153,0,2590.17,1763.5,2
1611,3417.1,149,25,1894.74,1522.36,6
1612,2005.6,149,0,1351.21,654.39,9
1613,2024.41,141,0,1036.37,988.04,9
1614,4329.0,31,25,2826.51,1502.49,3
1615,452.89,148,0,333.66,119.23,9
1616,9059.54,153,0,7231.85,1827.69,7
1617,3056.04,160,0,2354.44,701.6,9
1618,2248.24,89,0,1281.1,967.14,5
1619,9305.22,163,0,6065.12,3240.1,1
1620,9129.71,141,25,5042.08,4087.63,8
1621,1754.42,57,0,1293.69,460.73,5
1622,3493.87,22,0,2550.31,943.56,0
1623,7386.34,146,10,5080.09,2306.25,7
1624,4777.74,82,10,3529.61,1248.13,0
1625,3567.03,102,15,2420.77,1146.26,3
1626,8370.89,77,5,6217.66,2153.23,4
1627,8170.03,159,15,4123.63,4046.4,1
1628,8646.39,15,20,4669.56,3976.83,8
1629,3671.84,52,0,2509.07,1162.77,0
1630,3938.38,89,0,3343.35,595.03,0
1631,6195.72,180,25,3307.51,2888.21,6
1632,3278.58,162,25,2433.16,845.42,3
1633,8050.18,20,0,4746.98,3303.2,4
1634,8797.01,97,20,5543.25,3253.76,8
1635,2468.67,27,10,1326.83,1141.84,5
1636,1553.31,189,25,1298.79,254.52,3
1637,6048.13,38,0,4581.7,1466.43,0
1638,479.65,162,0,311.96,167.69,9
1639,2020.5,196,20,1048.58,971.92,3
1640,5741.09,198,0,3432.13,2308.96,2
1641,578.81,78,0,392.94,185.87,5
1642,4295.17,114,25,2567.79,1727.38,6
1643,2925.51,186,0,2465.98,459.53,9
1644,234.41,95,0,148.98,85.43,5
1645,1678.03,38,0,1052.35,625.68,5
1646,6213.84,150,0,4369.75,1844.09,2
1647,8012.94,100,20,4951.85,3061.09,8
1648,3256.74,97,0,1766.12,1490.62,0
1649,4706.22,136,0,3657.14,1049.08,2
1650,4331.19,146,20,3502.5,828.69,6
1651,4316.79,26,25,3340.17,976.62,3
1652,2881.22,118,0,2399.85,481.37,9
1653,4091.04,18,10,2147.59,1943.45,0
1654,6481.25,103,25,4762.41,1718.84,6
1655,7969.49,103,0,5390.43,2579.06,7
1656,8089.03,122,10,6640.4,1448.63,7
1657,8126.41,42,0,5937.48,2188.93,4
1658,4964.6,32,10,3194.38,1770.22,0
1659,6249.4,20,0,4515.88,1733.52,0
1660,6767.06,44,5,3553.19,3213.87,4
1661,3365.84,182,5,2666.36,699.48,2
1662,7323.03,96,0,6082.9,1240.13,7
1663,4692.11,85,0,3020.87,1671.24,0
1664,5215.14,132,0,4077.72,1137.42,2
1665,9824.2,73,0,7965.41,1858.79,7
1666,3359.71,119,25,2199.28,1160.43,3
1667,6444.14,159,20,4578.36,1865.78,6
1668,6260.16,97,25,3820.47,2439.69,6
1669,778.96,165,20,587.82,191.14,3
1670,9424.9,178,0,5395.64,4029.26,1
1671,4069.69,25,0,2457.32,1612.37,0
1672,698.99,112,0,545.83,153.16,9
1673,6897.58,145,20,5114.61,1782.97,6
1674,4243.5,167,10,2912.88,1330.62,2
1675,7597.26,21,5,5178.88,2418.38,4
1676,1584.34,23,0,871.84,712.5,5
1677,6783.94,157,0,5556.36,1227.58,7
1678,1905.37,10,10,1284.07,621.3,5
1679,8980.92,148,0,5184.32,3796.6,1
1680,7604.21,89,5,4990.33,2613.88,4
1681,3392.94,24,0,2639.72,753.22,5
1682,1092.7,132,15,576.91,515.79,3
1683,5710.09,166,0,4062.71,1647.38,2
1684,859.69,38,0,517.94,341.75,5
1685,3466.31,90,15,2785.03,681.28,3
1686,1783.69,78,0,1043.87,739.82,5
1687,6515.34,44,0,4175.74,2339.6,4
1688,4222.21,133,0,2584.19,1638.02,2
1689,2815.68,130,20,1929.89,885.79,3
1690,622.71,109,0,457.88,164.83,9
1691,8264.18,20,5,4937.68,3326.5,4
1692,6519.66,98,25,4552.65,1967.01,6
1693,5790.29,2,0,3151.67,2638.62,0
1694,4583.9,90,25,3516.3,1067.6,6
1695,3851.61,96,15,2528.03,1323.58,3
1696,1436.75,69,25,1068.35,368.4,3
1697,3508.13,137,0,1987.19,1520.94,2
1698,9960.39,17,0,8231.31,1729.08,4
1699,750.62,30,0,438.33,312.29,5
1700,8200.49,188,0,6783.48,1417.01,7
1701,4419.34,127,0,3724.15,695.19,2
1702,9059.32,96,0,5925.73,3133.59,1
1703,2868.01,106,0,2272.52,595.49,9
1704,635.88,4,0,392.93,242.95,5
1705,4291.62,121,15,3501.58,790.04,6
1706,8761.0,184,15,5250.07,3510.93,1
1707,6488.97,146,15,3840.41,2648.56,6
1708,7560.36,113,0,5411.57,2148.79,7
1709,5283.09,19,5,2882.02,2401.07,0
1710,446.8,16,0,232.42,214.38,5
1711,6553.33,78,0,3463.15,3090.18,4
1712,8392.08,52,0,6236.88,2155.2,4
1713,8351.73,41,0,6496.66,1855.07,4
1714,9398.17,58,5,7031.88,2366.29,4
1715,5499.62,77,0,4145.29,1354.33,0
1716,3711.38,189,20,2317.55,1393.83,6
1717,779.55,14,10,448.47,331.08,5
1718,875.12,71,0,651.07,224.05,5
1719,5509.06,21,0,4140.39,1368.67,0
1720,1346.47,43,0,919.94,426.53,5
1721,4801.51,170,25,2911.86,1889.65,6
1722,4500.21,165,10,3106.06,1394.15,2
1723,1009.3,32,25,747.84,261.46,3
1724,9807.36,115,0,8280.23,1527.13,7
1725,9504.66,152,0,5265.66,4239.0,1
1726,2789.63,103,15,2101.76,687.87,3
1727,5148.48,121,0,4178.59,969.89,2
1728,8318.5,63,0,7039.97,1278.53,7
1729,8951.24,133,0,6492.04,2459.2,7
1730,4817.49,13,0,3176.68,1640.81,0
1731,9087.47,186,0,6350.25,2737.22,7
1732,4232.6,61,0,2215.07,2017.53,0
1733,3954.16,117,0,2451.51,1502.65,2
1734,8123.88,90,0,6784.17,1339.71,7
1735,4208.63,62,0,3109.12,1099.51,0
1736,193.33,77,0,139.03,54.3,5
1737,823.0,142,0,648.14,174.86,9
1738,1542.64,125,0,1220.48,322.16,9
1739,1828.53,81,5,946.41,882.12,5
1740,2837.12,82,10,1555.29,1281.83,3
1741,8364.13,179,10,6188.98,2175.15,7
1742,5376.26,82,0,3493.2,1883.06,0
1743,7659.01,179,0,6206.19,1452.82,7
1744,121.31,144,0,102.01,19.3,9
1745,217.27,137,0,184.6,32.67,9
1746,9310.73,97,0,5619.46,3691.27,1
1747,3171.56,69,0,2457.7,713.86,5
1748,539.41,85,0,404.51,134.9,5
1749,6281.22,74,15,3679.34,2601.88,8
1750,4900.6,137,10,3001.88,1898.72,2
1751,3834.87,51,0,2657.63,1177.24,0
1752,2535.36,178,0,1887.45,647.91,9
1753,8659.51,102,0,7280.25,1379.26,7
1754,4486.79,49,0,2882.73,1604.06,0
1755,9273.3,22,15,6318.27,2955.03,8
1756,4113.29,162,5,2833.12,1280.17,2
1757,5154.92,171,15,3627.3,1527.62,6
1758,2994.2,133,15,1586.98,1407.22,3
1759,8301.48,132,0,6980.62,1320.86,7
1760,2068.87,65,20,1746.9,321.97,3
1761,3592.58,64,10,2701.6,890.98,0
1762,705.43,84,0,520.45,184.98,5
1763,7726.15,80,0,5093.27,2632.88,4
1764,3728.1,158,0,2566.43,1161.67,2
1765,3771.49,18,10,3103.39,668.1,0
1766,2209.26,102,10,1454.57,754.69,3
1767,589.89,34,0,365.69,224.2,5
1768,176.1,116,10,106.19,69.91,9
1769,8617.47,195,5,7137.18,1480.29,7
1770,4245.66,179,0,2927.88,1317.78,2
1771,6282.56,144,20,3524.37,2758.19,6
1772,1587.07,70,15,1272.31,314.76,3
1773,4804.75,197,20,3437.22,1367.53,6
1774,5382.09,104,15,3599.23,1782.86,6
1775,7800.23,121,10,4092.59,3707.64,1
1776,1913.14,143,25,1157.59,755.55,3
1777,3658.84,106,0,2332.13,1326.71,2
1778,2652.95,146,0,1780.1,872.85,9
1779,8046.45,198,5,5054.19,2992.26,1
1780,7644.03,156,15,5075.97,2568.06,6
1781,5175.72,79,15,4377.04,798.68,6
1782,6103.02,48,15,3388.18,2714.84,8
1783,4285.14,45,0,2490.26,1794.88,0
1784,7265.79,56,0,6007.3,1258.49,4
1785,6850.91,6,10,5078.55,1772.36,4
1786,3213.46,115,0,1821.79,1391.67,2
1787,5425.77,87,20,3297.38,2128.39,6
1788,6759.26,104,0,3970.2,2789.06,1
1789,5130.74,106,20,2761.31,2369.43,6
1790,7613.08,166,0,4076.47,3536.61,1
1791,8478.15,143,0,4279.48,4198.67,1
1792,2985.57,172,0,2260.31,725.26,9
1793,5505.01,3,0,4583.97,921.04,0
1794,1774.78,55,0,1269.13,505.65,5
1795,8198.9,18,20,6774.83,1424.07,8
1796,8336.71,13,0,5917.59,2419.12,4
1797,4567.24,34,0,3022.27,1544.97,0
1798,5576.31,186,0,3118.5,2457.81,2
1799,2882.32,163,5,1902.08,980.24,9
1800,2068.11,54,0,1071.06,997.05,5
1801,6776.67,174,0,4587.35,2189.32,7
1802,9121.84,183,0,5975.35,3146.49,1
1803,5005.56,158,5,3804.69,1200.87,2
1804,2165.87,125,0,1672.41,493.46,9
1805,8048.4,168,0,6821.52,1226.88,7
1806,7746.84,12,0,6396.06,1350.78,4
1807,8315.14,6,0,4161.96,4153.18,4
1808,1443.72,143,0,1103.48,340.24,9
1809,5276.25,176,5,4035.75,1240.5,2
1810,3582.96,163,25,2169.4,1413.56,6
1811,381.59,111,0,224.39,157.2,9
1812,9530.1,56,15,5282.8,4247.3,8
1813,7873.54,93,15,4591.49,3282.05,8
1814,4790.46,74,15,3073.23,1717.23,6
1815,9755.55,189,0,7027.94,2727.61,7
1816,4779.09,86,0,2929.19,1849.9,0
1817,4752.36,38,15,3561.35,1191.01,0
1818,8579.76,164,15,5921.56,2658.2,7
1819,2079.73,196,10,1404.05,675.68,9
1820,9186.29,127,0,6973.25,2213.04,7
1821,3287.41,173,0,2675.1,612.31,2
1822,4450.72,104,0,3129.45,1321.27,2
1823,1217.36,24,0,624.14,593.22,5
1824,414.86,132,0,237.32,177.54,9
1825,2526.56,100,0,2089.87,436.69,9
1826,1768.49,97,0,937.85,830.64,5
1827,9072.91,91,0,4775.11,4297.8,1
1828,7229.58,3,0,5111.84,2117.74,4
1829,1771.4,6,0,1134.25,637.15,5
